,dataset,subject,session,run,fold,n_blocks,roc_auc_score
2299,009-2014,7,session_2,run_0,3,12,0.8475877192982456
2300,009-2014,7,session_2,run_0,3,13,0.8475877192982456
2301,009-2014,7,session_2,run_0,3,14,0.8481359649122807
2302,009-2014,7,session_2,run_0,3,15,0.8453947368421052
2303,009-2014,7,session_2,run_0,3,16,0.844298245614035
2304,009-2014,7,session_2,run_0,4,1,0.84375
2305,009-2014,7,session_2,run_0,4,2,0.8464912280701755
2306,009-2014,7,session_2,run_0,4,3,0.8475877192982456
2307,009-2014,7,session_2,run_0,4,4,0.743421052631579
2308,009-2014,7,session_2,run_0,4,5,0.7713815789473684
2309,009-2014,7,session_2,run_0,4,6,0.7746710526315789
2310,009-2014,7,session_2,run_0,4,7,0.7735745614035088
2311,009-2014,7,session_2,run_0,4,8,0.7823464912280702
2312,009-2014,7,session_2,run_0,4,9,0.7856359649122806
2313,009-2014,7,session_2,run_0,4,10,0.7796052631578947
2314,009-2014,7,session_2,run_0,4,11,0.7801535087719298
2315,009-2014,7,session_2,run_0,4,12,0.7779605263157895
2316,009-2014,7,session_2,run_0,4,13,0.7790570175438596
2317,009-2014,7,session_2,run_0,4,14,0.7774122807017544
2318,009-2014,7,session_2,run_0,4,15,0.7796052631578947
2319,009-2014,7,session_2,run_0,4,16,0.7785087719298245
2320,009-2014,8,session_0,run_0,0,1,0.9671875
2321,009-2014,8,session_0,run_0,0,2,0.9791666666666666
2322,009-2014,8,session_0,run_0,0,3,0.9786458333333333
2323,009-2014,8,session_0,run_0,0,4,0.971875
2324,009-2014,8,session_0,run_0,0,5,0.9697916666666666
2325,009-2014,8,session_0,run_0,0,6,0.9624999999999999
2326,009-2014,8,session_0,run_0,0,7,0.9635416666666666
2327,009-2014,8,session_0,run_0,0,8,0.9625
2328,009-2014,8,session_0,run_0,0,9,0.9625
2329,009-2014,8,session_0,run_0,0,10,0.9604166666666667
2330,009-2014,8,session_0,run_0,0,11,0.9703124999999999
2331,009-2014,8,session_0,run_0,0,12,0.9671875000000001
2332,009-2014,8,session_0,run_0,0,13,0.9671875
2333,009-2014,8,session_0,run_0,0,14,0.9682291666666667
2334,009-2014,8,session_0,run_0,0,15,0.9692708333333333
2335,009-2014,8,session_0,run_0,0,16,0.9651041666666667
2336,009-2014,8,session_0,run_0,1,1,0.9725877192982456
2337,009-2014,8,session_0,run_0,1,2,0.9846491228070176
2338,009-2014,8,session_0,run_0,1,3,0.9824561403508772
2339,009-2014,8,session_0,run_0,1,4,0.9791666666666667
2340,009-2014,8,session_0,run_0,1,5,0.9736842105263158
2341,009-2014,8,session_0,run_0,1,6,0.9720394736842106
2342,009-2014,8,session_0,run_0,1,7,0.9698464912280702
2343,009-2014,8,session_0,run_0,1,8,0.9627192982456141
2344,009-2014,8,session_0,run_0,1,9,0.9583333333333334
2345,009-2014,8,session_0,run_0,1,10,0.9588815789473685
2346,009-2014,8,session_0,run_0,1,11,0.9588815789473685
2347,009-2014,8,session_0,run_0,1,12,0.9566885964912281
2348,009-2014,8,session_0,run_0,1,13,0.9583333333333333
2349,009-2014,8,session_0,run_0,1,14,0.9501096491228069
2350,009-2014,8,session_0,run_0,1,15,0.9490131578947367
2351,009-2014,8,session_0,run_0,1,16,0.9490131578947367
2352,009-2014,8,session_0,run_0,2,1,0.9292763157894737
2353,009-2014,8,session_0,run_0,2,2,0.9407894736842105
2354,009-2014,8,session_0,run_0,2,3,0.943530701754386
2355,009-2014,8,session_0,run_0,2,4,0.9451754385964912
2356,009-2014,8,session_0,run_0,2,5,0.9599780701754386
2357,009-2014,8,session_0,run_0,2,6,0.9457236842105263
2358,009-2014,8,session_0,run_0,2,7,0.9391447368421053
2359,009-2014,8,session_0,run_0,2,8,0.9325657894736843
2360,009-2014,8,session_0,run_0,2,9,0.925438596491228
2361,009-2014,8,session_0,run_0,2,10,0.9303728070175439
2362,009-2014,8,session_0,run_0,2,11,0.9320175438596491
2363,009-2014,8,session_0,run_0,2,12,0.9303728070175438
2364,009-2014,8,session_0,run_0,2,13,0.9298245614035087
2365,009-2014,8,session_0,run_0,2,14,0.930921052631579
2366,009-2014,8,session_0,run_0,2,15,0.9303728070175439
2367,009-2014,8,session_0,run_0,2,16,0.9281798245614035
2368,009-2014,8,session_0,run_0,3,1,0.9665570175438596
2369,009-2014,8,session_0,run_0,3,2,0.9473684210526315
2370,009-2014,8,session_0,run_0,3,3,0.9375
2371,009-2014,8,session_0,run_0,3,4,0.9429824561403509
2372,009-2014,8,session_0,run_0,3,5,0.9451754385964912
2373,009-2014,8,session_0,run_0,3,6,0.9484649122807017
2374,009-2014,8,session_0,run_0,3,7,0.9424342105263157
2375,009-2014,8,session_0,run_0,3,8,0.9331140350877194
2376,009-2014,8,session_0,run_0,3,9,0.9375000000000001
2377,009-2014,8,session_0,run_0,3,10,0.9380482456140351
2378,009-2014,8,session_0,run_0,3,11,0.9385964912280701
2379,009-2014,8,session_0,run_0,3,12,0.9429824561403508
2380,009-2014,8,session_0,run_0,3,13,0.9429824561403508
2381,009-2014,8,session_0,run_0,3,14,0.9462719298245614
2382,009-2014,8,session_0,run_0,3,15,0.9495614035087719
2383,009-2014,8,session_0,run_0,3,16,0.9479166666666667
2384,009-2014,8,session_0,run_0,4,1,0.8919956140350878
2385,009-2014,8,session_0,run_0,4,2,0.9216008771929824
2386,009-2014,8,session_0,run_0,4,3,0.9281798245614035
2387,009-2014,8,session_0,run_0,4,4,0.9320175438596491
2388,009-2014,8,session_0,run_0,4,5,0.9320175438596492
2389,009-2014,8,session_0,run_0,4,6,0.9325657894736842
2390,009-2014,8,session_0,run_0,4,7,0.9391447368421052
2391,009-2014,8,session_0,run_0,4,8,0.9380482456140351
2392,009-2014,8,session_0,run_0,4,9,0.9199561403508771
2393,009-2014,8,session_0,run_0,4,10,0.9287280701754386
2394,009-2014,8,session_0,run_0,4,11,0.9358552631578947
2395,009-2014,8,session_0,run_0,4,12,0.9287280701754386
2396,009-2014,8,session_0,run_0,4,13,0.925986842105263
2397,009-2014,8,session_0,run_0,4,14,0.9281798245614036
2398,009-2014,8,session_0,run_0,4,15,0.9276315789473684
2399,009-2014,8,session_0,run_0,4,16,0.9259868421052632
2400,009-2014,8,session_1,run_0,0,1,0.9755208333333334
2401,009-2014,8,session_1,run_0,0,2,0.9624999999999999
2402,009-2014,8,session_1,run_0,0,3,0.9369791666666667
2403,009-2014,8,session_1,run_0,0,4,0.9604166666666667
2404,009-2014,8,session_1,run_0,0,5,0.9604166666666667
2405,009-2014,8,session_1,run_0,0,6,0.9588541666666666
2406,009-2014,8,session_1,run_0,0,7,0.9510416666666667
2407,009-2014,8,session_1,run_0,0,8,0.9494791666666667
2408,009-2014,8,session_1,run_0,0,9,0.9552083333333332
2409,009-2014,8,session_1,run_0,0,10,0.9526041666666667
2410,009-2014,8,session_1,run_0,0,11,0.9541666666666666
2411,009-2014,8,session_1,run_0,0,12,0.9578125
2412,009-2014,8,session_1,run_0,0,13,0.9562499999999999
2413,009-2014,8,session_1,run_0,0,14,0.95625
2414,009-2014,8,session_1,run_0,0,15,0.9562499999999999
2415,009-2014,8,session_1,run_0,0,16,0.9567708333333332
2416,009-2014,8,session_1,run_0,1,1,0.9385964912280701
2417,009-2014,8,session_1,run_0,1,2,0.9205043859649124
2418,009-2014,8,session_1,run_0,1,3,0.9150219298245613
2419,009-2014,8,session_1,run_0,1,4,0.9007675438596492
2420,009-2014,8,session_1,run_0,1,5,0.9139254385964912
2421,009-2014,8,session_1,run_0,1,6,0.9199561403508771
2422,009-2014,8,session_1,run_0,1,7,0.9216008771929824
2423,009-2014,8,session_1,run_0,1,8,0.9281798245614036
2424,009-2014,8,session_1,run_0,1,9,0.9325657894736843
2425,009-2014,8,session_1,run_0,1,10,0.931469298245614
2426,009-2014,8,session_1,run_0,1,11,0.930921052631579
2427,009-2014,8,session_1,run_0,1,12,0.9303728070175439
2428,009-2014,8,session_1,run_0,1,13,0.9298245614035088
2429,009-2014,8,session_1,run_0,1,14,0.9287280701754386
2430,009-2014,8,session_1,run_0,1,15,0.9287280701754386
2431,009-2014,8,session_1,run_0,1,16,0.9281798245614035
2432,009-2014,8,session_1,run_0,2,1,0.9024122807017544
2433,009-2014,8,session_1,run_0,2,2,0.8366228070175438
2434,009-2014,8,session_1,run_0,2,3,0.8053728070175438
2435,009-2014,8,session_1,run_0,2,4,0.7944078947368421
2436,009-2014,8,session_1,run_0,2,5,0.8245614035087719
2437,009-2014,8,session_1,run_0,2,6,0.8240131578947368
2438,009-2014,8,session_1,run_0,2,7,0.8229166666666666
2439,009-2014,8,session_1,run_0,2,8,0.8240131578947368
2440,009-2014,8,session_1,run_0,2,9,0.8245614035087718
2441,009-2014,8,session_1,run_0,2,10,0.8256578947368421
2442,009-2014,8,session_1,run_0,2,11,0.8256578947368421
2443,009-2014,8,session_1,run_0,2,12,0.8267543859649122
2444,009-2014,8,session_1,run_0,2,13,0.8273026315789472
2445,009-2014,8,session_1,run_0,2,14,0.8081140350877194
2446,009-2014,8,session_1,run_0,2,15,0.8086622807017544
2447,009-2014,8,session_1,run_0,2,16,0.8086622807017543
2448,009-2014,8,session_1,run_0,3,1,0.9435307017543859
2449,009-2014,8,session_1,run_0,3,2,0.9100877192982456
2450,009-2014,8,session_1,run_0,3,3,0.9232456140350878
2451,009-2014,8,session_1,run_0,3,4,0.9100877192982455
2452,009-2014,8,session_1,run_0,3,5,0.9166666666666667
2453,009-2014,8,session_1,run_0,3,6,0.9161184210526316
2454,009-2014,8,session_1,run_0,3,7,0.9298245614035088
2455,009-2014,8,session_1,run_0,3,8,0.9292763157894737
2456,009-2014,8,session_1,run_0,3,9,0.9216008771929824
2457,009-2014,8,session_1,run_0,3,10,0.9205043859649122
2458,009-2014,8,session_1,run_0,3,11,0.919407894736842
2459,009-2014,8,session_1,run_0,3,12,0.9226973684210527
2460,009-2014,8,session_1,run_0,3,13,0.9270833333333333
2461,009-2014,8,session_1,run_0,3,14,0.9221491228070174
2462,009-2014,8,session_1,run_0,3,15,0.9265350877192982
2463,009-2014,8,session_1,run_0,3,16,0.9259868421052633
2464,009-2014,8,session_1,run_0,4,1,0.9484649122807018
2465,009-2014,8,session_1,run_0,4,2,0.9259868421052632
2466,009-2014,8,session_1,run_0,4,3,0.9342105263157894
2467,009-2014,8,session_1,run_0,4,4,0.9336622807017545
2468,009-2014,8,session_1,run_0,4,5,0.9331140350877193
2469,009-2014,8,session_1,run_0,4,6,0.9413377192982457
2470,009-2014,8,session_1,run_0,4,7,0.9391447368421053
2471,009-2014,8,session_1,run_0,4,8,0.9369517543859649
2472,009-2014,8,session_1,run_0,4,9,0.9342105263157894
2473,009-2014,8,session_1,run_0,4,10,0.9347587719298247
2474,009-2014,8,session_1,run_0,4,11,0.9237938596491228
2475,009-2014,8,session_1,run_0,4,12,0.9237938596491228
2476,009-2014,8,session_1,run_0,4,13,0.9237938596491228
2477,009-2014,8,session_1,run_0,4,14,0.924890350877193
2478,009-2014,8,session_1,run_0,4,15,0.924890350877193
2479,009-2014,8,session_1,run_0,4,16,0.9276315789473685
2480,009-2014,8,session_2,run_0,0,1,0.9661458333333334
2481,009-2014,8,session_2,run_0,0,2,0.9666666666666667
2482,009-2014,8,session_2,run_0,0,3,0.9552083333333332
2483,009-2014,8,session_2,run_0,0,4,0.9416666666666667
2484,009-2014,8,session_2,run_0,0,5,0.9380208333333333
2485,009-2014,8,session_2,run_0,0,6,0.9307291666666666
2486,009-2014,8,session_2,run_0,0,7,0.9380208333333334
2487,009-2014,8,session_2,run_0,0,8,0.9406249999999999
2488,009-2014,8,session_2,run_0,0,9,0.9442708333333333
2489,009-2014,8,session_2,run_0,0,10,0.9432291666666667
2490,009-2014,8,session_2,run_0,0,11,0.9432291666666667
2491,009-2014,8,session_2,run_0,0,12,0.94375
2492,009-2014,8,session_2,run_0,0,13,0.9432291666666667
2493,009-2014,8,session_2,run_0,0,14,0.9416666666666667
2494,009-2014,8,session_2,run_0,0,15,0.940625
2495,009-2014,8,session_2,run_0,0,16,0.9401041666666667
2496,009-2014,8,session_2,run_0,1,1,0.9117324561403509
2497,009-2014,8,session_2,run_0,1,2,0.8969298245614035
2498,009-2014,8,session_2,run_0,1,3,0.8865131578947367
2499,009-2014,8,session_2,run_0,1,4,0.8267543859649124
2500,009-2014,8,session_2,run_0,1,5,0.8311403508771931
2501,009-2014,8,session_2,run_0,1,6,0.8404605263157895
2502,009-2014,8,session_2,run_0,1,7,0.850877192982456
2503,009-2014,8,session_2,run_0,1,8,0.8503289473684209
2504,009-2014,8,session_2,run_0,1,9,0.8519736842105263
2505,009-2014,8,session_2,run_0,1,10,0.8514254385964911
2506,009-2014,8,session_2,run_0,1,11,0.8349780701754386
2507,009-2014,8,session_2,run_0,1,12,0.8366228070175439
2508,009-2014,8,session_2,run_0,1,13,0.8475877192982456
2509,009-2014,8,session_2,run_0,1,14,0.8448464912280701
2510,009-2014,8,session_2,run_0,1,15,0.8464912280701754
2511,009-2014,8,session_2,run_0,1,16,0.8475877192982455
2512,009-2014,8,session_2,run_0,2,1,0.850328947368421
2513,009-2014,8,session_2,run_0,2,2,0.8262061403508771
2514,009-2014,8,session_2,run_0,2,3,0.8459429824561403
2515,009-2014,8,session_2,run_0,2,4,0.8459429824561402
2516,009-2014,8,session_2,run_0,2,5,0.8437500000000001
2517,009-2014,8,session_2,run_0,2,6,0.8327850877192982
2518,009-2014,8,session_2,run_0,2,7,0.8322368421052632
2519,009-2014,8,session_2,run_0,2,8,0.8327850877192982
2520,009-2014,8,session_2,run_0,2,9,0.8338815789473685
2521,009-2014,8,session_2,run_0,2,10,0.8300438596491229
2522,009-2014,8,session_2,run_0,2,11,0.837171052631579
2523,009-2014,8,session_2,run_0,2,12,0.8393640350877193
2524,009-2014,8,session_2,run_0,2,13,0.8388157894736843
2525,009-2014,8,session_2,run_0,2,14,0.8399122807017544
2526,009-2014,8,session_2,run_0,2,15,0.8399122807017543
2527,009-2014,8,session_2,run_0,2,16,0.8360745614035088
2528,009-2014,8,session_2,run_0,3,1,0.8799342105263157
2529,009-2014,8,session_2,run_0,3,2,0.8459429824561404
2530,009-2014,8,session_2,run_0,3,3,0.8558114035087719
2531,009-2014,8,session_2,run_0,3,4,0.8629385964912281
2532,009-2014,8,session_2,run_0,3,5,0.8591008771929823
2533,009-2014,8,session_2,run_0,3,6,0.8733552631578947
2534,009-2014,8,session_2,run_0,3,7,0.8711622807017544
2535,009-2014,8,session_2,run_0,3,8,0.8755482456140351
2536,009-2014,8,session_2,run_0,3,9,0.8826754385964912
2537,009-2014,8,session_2,run_0,3,10,0.8771929824561404
2538,009-2014,8,session_2,run_0,3,11,0.8645833333333334
2539,009-2014,8,session_2,run_0,3,12,0.8591008771929824
2540,009-2014,8,session_2,run_0,3,13,0.8596491228070176
2541,009-2014,8,session_2,run_0,3,14,0.8519736842105262
2542,009-2014,8,session_2,run_0,3,15,0.8525219298245614
2543,009-2014,8,session_2,run_0,3,16,0.849780701754386
2544,009-2014,8,session_2,run_0,4,1,0.8338815789473684
2545,009-2014,8,session_2,run_0,4,2,0.8092105263157895
2546,009-2014,8,session_2,run_0,4,3,0.793311403508772
2547,009-2014,8,session_2,run_0,4,4,0.8064692982456141
2548,009-2014,8,session_2,run_0,4,5,0.8130482456140351
2549,009-2014,8,session_2,run_0,4,6,0.7894736842105263
2550,009-2014,8,session_2,run_0,4,7,0.7872807017543859
2551,009-2014,8,session_2,run_0,4,8,0.787280701754386
2552,009-2014,8,session_2,run_0,4,9,0.8048245614035088
2553,009-2014,8,session_2,run_0,4,10,0.8015350877192983
2554,009-2014,8,session_2,run_0,4,11,0.7966008771929824
2555,009-2014,8,session_2,run_0,4,12,0.7752192982456141
2556,009-2014,8,session_2,run_0,4,13,0.7719298245614035
2557,009-2014,8,session_2,run_0,4,14,0.7669956140350878
2558,009-2014,8,session_2,run_0,4,15,0.7845394736842105
2559,009-2014,8,session_2,run_0,4,16,0.787280701754386
2560,009-2014,9,session_0,run_0,0,1,0.9692708333333333
2561,009-2014,9,session_0,run_0,0,2,0.9822916666666667
2562,009-2014,9,session_0,run_0,0,3,0.9822916666666667
2563,009-2014,9,session_0,run_0,0,4,0.9885416666666667
2564,009-2014,9,session_0,run_0,0,5,0.9869791666666666
2565,009-2014,9,session_0,run_0,0,6,0.984375
2566,009-2014,9,session_0,run_0,0,7,0.9859374999999999
2567,009-2014,9,session_0,run_0,0,8,0.9859374999999999
2568,009-2014,9,session_0,run_0,0,9,0.9864583333333333
2569,009-2014,9,session_0,run_0,0,10,0.9848958333333333
2570,009-2014,9,session_0,run_0,0,11,0.9848958333333333
2571,009-2014,9,session_0,run_0,0,12,0.984375
2572,009-2014,9,session_0,run_0,0,13,0.9848958333333333
2573,009-2014,9,session_0,run_0,0,14,0.9848958333333333
2574,009-2014,9,session_0,run_0,0,15,0.9854166666666667
2575,009-2014,9,session_0,run_0,0,16,0.9854166666666667
2576,009-2014,9,session_0,run_0,1,1,0.9945175438596491
2577,009-2014,9,session_0,run_0,1,2,0.9972587719298246
2578,009-2014,9,session_0,run_0,1,3,0.9978070175438597
2579,009-2014,9,session_0,run_0,1,4,0.9989035087719299
2580,009-2014,9,session_0,run_0,1,5,0.9989035087719299
2581,009-2014,9,session_0,run_0,1,6,0.9989035087719299
2582,009-2014,9,session_0,run_0,1,7,0.9983552631578948
2583,009-2014,9,session_0,run_0,1,8,1.0
2584,009-2014,9,session_0,run_0,1,9,0.9989035087719299
2585,009-2014,9,session_0,run_0,1,10,0.9978070175438596
2586,009-2014,9,session_0,run_0,1,11,0.9978070175438597
2587,009-2014,9,session_0,run_0,1,12,0.9967105263157895
2588,009-2014,9,session_0,run_0,1,13,0.9972587719298246
2589,009-2014,9,session_0,run_0,1,14,0.9978070175438597
2590,009-2014,9,session_0,run_0,1,15,0.9978070175438597
2591,009-2014,9,session_0,run_0,1,16,0.9983552631578947
2592,009-2014,9,session_0,run_0,2,1,0.9802631578947368
2593,009-2014,9,session_0,run_0,2,2,0.9950657894736842
2594,009-2014,9,session_0,run_0,2,3,0.9983552631578947
2595,009-2014,9,session_0,run_0,2,4,0.9989035087719299
2596,009-2014,9,session_0,run_0,2,5,0.9972587719298245
2597,009-2014,9,session_0,run_0,2,6,0.9994517543859649
2598,009-2014,9,session_0,run_0,2,7,0.9989035087719299
2599,009-2014,9,session_0,run_0,2,8,0.9967105263157895
2600,009-2014,9,session_0,run_0,2,9,0.9961622807017544
2601,009-2014,9,session_0,run_0,2,10,0.9961622807017544
2602,009-2014,9,session_0,run_0,2,11,0.9956140350877193
2603,009-2014,9,session_0,run_0,2,12,0.9961622807017544
2604,009-2014,9,session_0,run_0,2,13,0.9961622807017544
2605,009-2014,9,session_0,run_0,2,14,0.9961622807017544
2606,009-2014,9,session_0,run_0,2,15,0.9961622807017544
2607,009-2014,9,session_0,run_0,2,16,0.9956140350877193
2608,009-2014,9,session_0,run_0,3,1,0.9769736842105263
2609,009-2014,9,session_0,run_0,3,2,0.9769736842105263
2610,009-2014,9,session_0,run_0,3,3,0.975328947368421
2611,009-2014,9,session_0,run_0,3,4,0.9654605263157895
2612,009-2014,9,session_0,run_0,3,5,0.975328947368421
2613,009-2014,9,session_0,run_0,3,6,0.9698464912280702
2614,009-2014,9,session_0,run_0,3,7,0.9758771929824561
2615,009-2014,9,session_0,run_0,3,8,0.9742324561403508
2616,009-2014,9,session_0,run_0,3,9,0.9742324561403508
2617,009-2014,9,session_0,run_0,3,10,0.9742324561403508
2618,009-2014,9,session_0,run_0,3,11,0.9742324561403508
2619,009-2014,9,session_0,run_0,3,12,0.9742324561403509
2620,009-2014,9,session_0,run_0,3,13,0.9731359649122807
2621,009-2014,9,session_0,run_0,3,14,0.9714912280701754
2622,009-2014,9,session_0,run_0,3,15,0.9731359649122807
2623,009-2014,9,session_0,run_0,3,16,0.9736842105263157
2624,009-2014,9,session_0,run_0,4,1,0.9665570175438596
2625,009-2014,9,session_0,run_0,4,2,0.9917763157894737
2626,009-2014,9,session_0,run_0,4,3,0.9890350877192983
2627,009-2014,9,session_0,run_0,4,4,0.9945175438596491
2628,009-2014,9,session_0,run_0,4,5,0.993421052631579
2629,009-2014,9,session_0,run_0,4,6,0.993421052631579
2630,009-2014,9,session_0,run_0,4,7,0.993421052631579
2631,009-2014,9,session_0,run_0,4,8,0.9939692982456141
2632,009-2014,9,session_0,run_0,4,9,0.9939692982456141
2633,009-2014,9,session_0,run_0,4,10,0.9945175438596492
2634,009-2014,9,session_0,run_0,4,11,0.9950657894736843
2635,009-2014,9,session_0,run_0,4,12,0.9950657894736843
2636,009-2014,9,session_0,run_0,4,13,0.9956140350877193
2637,009-2014,9,session_0,run_0,4,14,0.9956140350877193
2638,009-2014,9,session_0,run_0,4,15,0.9956140350877193
2639,009-2014,9,session_0,run_0,4,16,0.9950657894736843
2640,009-2014,9,session_1,run_0,0,1,0.9651041666666667
2641,009-2014,9,session_1,run_0,0,2,0.9880208333333333
2642,009-2014,9,session_1,run_0,0,3,0.9833333333333334
2643,009-2014,9,session_1,run_0,0,4,0.9682291666666667
2644,009-2014,9,session_1,run_0,0,5,0.965625
2645,009-2014,9,session_1,run_0,0,6,0.9645833333333332
2646,009-2014,9,session_1,run_0,0,7,0.9588541666666666
2647,009-2014,9,session_1,run_0,0,8,0.9583333333333334
2648,009-2014,9,session_1,run_0,0,9,0.9578125
2649,009-2014,9,session_1,run_0,0,10,0.9677083333333334
2650,009-2014,9,session_1,run_0,0,11,0.9661458333333333
2651,009-2014,9,session_1,run_0,0,12,0.965625
2652,009-2014,9,session_1,run_0,0,13,0.9661458333333333
2653,009-2014,9,session_1,run_0,0,14,0.9645833333333333
2654,009-2014,9,session_1,run_0,0,15,0.9651041666666667
2655,009-2014,9,session_1,run_0,0,16,0.965625
2656,009-2014,9,session_1,run_0,1,1,0.9402412280701754
2657,009-2014,9,session_1,run_0,1,2,0.9758771929824561
2658,009-2014,9,session_1,run_0,1,3,0.9901315789473684
2659,009-2014,9,session_1,run_0,1,4,0.9895833333333334
2660,009-2014,9,session_1,run_0,1,5,0.9906798245614035
2661,009-2014,9,session_1,run_0,1,6,0.9939692982456141
2662,009-2014,9,session_1,run_0,1,7,0.993421052631579
2663,009-2014,9,session_1,run_0,1,8,0.9928728070175439
2664,009-2014,9,session_1,run_0,1,9,0.9939692982456141
2665,009-2014,9,session_1,run_0,1,10,0.9928728070175439
2666,009-2014,9,session_1,run_0,1,11,0.9928728070175439
2667,009-2014,9,session_1,run_0,1,12,0.9928728070175438
2668,009-2014,9,session_1,run_0,1,13,0.9923245614035088
2669,009-2014,9,session_1,run_0,1,14,0.9928728070175439
2670,009-2014,9,session_1,run_0,1,15,0.9928728070175439
2671,009-2014,9,session_1,run_0,1,16,0.9934210526315789
2672,009-2014,9,session_1,run_0,2,1,0.9643640350877193
2673,009-2014,9,session_1,run_0,2,2,0.9736842105263158
2674,009-2014,9,session_1,run_0,2,3,0.9769736842105263
2675,009-2014,9,session_1,run_0,2,4,0.9780701754385964
2676,009-2014,9,session_1,run_0,2,5,0.9808114035087719
2677,009-2014,9,session_1,run_0,2,6,0.9808114035087719
2678,009-2014,9,session_1,run_0,2,7,0.9769736842105263
2679,009-2014,9,session_1,run_0,2,8,0.9764254385964912
2680,009-2014,9,session_1,run_0,2,9,0.9775219298245614
2681,009-2014,9,session_1,run_0,2,10,0.9802631578947368
2682,009-2014,9,session_1,run_0,2,11,0.9786184210526316
2683,009-2014,9,session_1,run_0,2,12,0.9830043859649122
2684,009-2014,9,session_1,run_0,2,13,0.9824561403508771
2685,009-2014,9,session_1,run_0,2,14,0.9830043859649122
2686,009-2014,9,session_1,run_0,2,15,0.9835526315789473
2687,009-2014,9,session_1,run_0,2,16,0.9830043859649124
2688,009-2014,9,session_1,run_0,3,1,0.9978070175438596
2689,009-2014,9,session_1,run_0,3,2,0.9994517543859649
2690,009-2014,9,session_1,run_0,3,3,0.9994517543859649
2691,009-2014,9,session_1,run_0,3,4,1.0
2692,009-2014,9,session_1,run_0,3,5,1.0
2693,009-2014,9,session_1,run_0,3,6,1.0
2694,009-2014,9,session_1,run_0,3,7,0.9994517543859649
2695,009-2014,9,session_1,run_0,3,8,0.9994517543859649
2696,009-2014,9,session_1,run_0,3,9,0.9994517543859649
2697,009-2014,9,session_1,run_0,3,10,0.9967105263157894
2698,009-2014,9,session_1,run_0,3,11,0.9967105263157894
2699,009-2014,9,session_1,run_0,3,12,0.9956140350877193
2700,009-2014,9,session_1,run_0,3,13,0.9961622807017544
2701,009-2014,9,session_1,run_0,3,14,0.9950657894736842
2702,009-2014,9,session_1,run_0,3,15,0.9950657894736842
2703,009-2014,9,session_1,run_0,3,16,0.9983552631578947
2704,009-2014,9,session_1,run_0,4,1,0.8623903508771928
2705,009-2014,9,session_1,run_0,4,2,0.8678728070175439
2706,009-2014,9,session_1,run_0,4,3,0.9188596491228069
2707,009-2014,9,session_1,run_0,4,4,0.9177631578947367
2708,009-2014,9,session_1,run_0,4,5,0.9188596491228069
2709,009-2014,9,session_1,run_0,4,6,0.9353070175438596
2710,009-2014,9,session_1,run_0,4,7,0.931469298245614
2711,009-2014,9,session_1,run_0,4,8,0.9298245614035088
2712,009-2014,9,session_1,run_0,4,9,0.9276315789473685
2713,009-2014,9,session_1,run_0,4,10,0.9210526315789473
2714,009-2014,9,session_1,run_0,4,11,0.925986842105263
2715,009-2014,9,session_1,run_0,4,12,0.9270833333333334
2716,009-2014,9,session_1,run_0,4,13,0.930921052631579
2717,009-2014,9,session_1,run_0,4,14,0.9353070175438596
2718,009-2014,9,session_1,run_0,4,15,0.9353070175438596
2719,009-2014,9,session_1,run_0,4,16,0.9358552631578947
2720,009-2014,9,session_2,run_0,0,1,0.9187500000000001
2721,009-2014,9,session_2,run_0,0,2,0.9354166666666667
2722,009-2014,9,session_2,run_0,0,3,0.9546875
2723,009-2014,9,session_2,run_0,0,4,0.9479166666666665
2724,009-2014,9,session_2,run_0,0,5,0.9312499999999999
2725,009-2014,9,session_2,run_0,0,6,0.934375
2726,009-2014,9,session_2,run_0,0,7,0.9479166666666666
2727,009-2014,9,session_2,run_0,0,8,0.9442708333333334
2728,009-2014,9,session_2,run_0,0,9,0.9578125
2729,009-2014,9,session_2,run_0,0,10,0.9578125
2730,009-2014,9,session_2,run_0,0,11,0.9567708333333333
2731,009-2014,9,session_2,run_0,0,12,0.95625
2732,009-2014,9,session_2,run_0,0,13,0.9562499999999999
2733,009-2014,9,session_2,run_0,0,14,0.9567708333333332
2734,009-2014,9,session_2,run_0,0,15,0.9572916666666667
2735,009-2014,9,session_2,run_0,0,16,0.9578125
2736,009-2014,9,session_2,run_0,1,1,0.9797149122807018
2737,009-2014,9,session_2,run_0,1,2,0.9862938596491229
2738,009-2014,9,session_2,run_0,1,3,0.9808114035087719
2739,009-2014,9,session_2,run_0,1,4,0.9786184210526315
2740,009-2014,9,session_2,run_0,1,5,0.9813596491228069
2741,009-2014,9,session_2,run_0,1,6,0.9819078947368421
2742,009-2014,9,session_2,run_0,1,7,0.9813596491228069
2743,009-2014,9,session_2,run_0,1,8,0.9819078947368421
2744,009-2014,9,session_2,run_0,1,9,0.9824561403508772
2745,009-2014,9,session_2,run_0,1,10,0.9835526315789473
2746,009-2014,9,session_2,run_0,1,11,0.9923245614035088
2747,009-2014,9,session_2,run_0,1,12,0.9945175438596492
2748,009-2014,9,session_2,run_0,1,13,0.9945175438596492
2749,009-2014,9,session_2,run_0,1,14,0.9945175438596492
2750,009-2014,9,session_2,run_0,1,15,0.9945175438596492
2751,009-2014,9,session_2,run_0,1,16,0.9950657894736842
2752,009-2014,9,session_2,run_0,2,1,0.938048245614035
